( arctic_a0455-sin "Three oilers and a fourth engineer, was his greeting." )
( arctic_a0456-sin "Eighteen hundred, he calculated." )
( arctic_a0457-sin "The sharp voice of Wolf Larsen aroused me." )
( arctic_a0458-sin "I obeyed, and a minute or two later they stood before him." )
( arctic_a0459-sin "But it won't continue, she said with easy confidence." )
( arctic_a0460-sin "What I saw I could not at first believe." )
( arctic_a0461-sin "The stout wood was crushed like an egg-shell." )
( arctic_a0462-sin "There's too much of the schoolboy in me." )
( arctic_a0463-sin "I had forgotten their existence." )
( arctic_a0464-sin "Ah, we were very close together in that moment." )
( arctic_a0465-sin "But she swung obediently on her heel into the wind." )
( arctic_a0466-sin "They are his tongue, by which he makes his knowledge articulate." )
( arctic_a0467-sin "Between the rush of the cascades, streaks of rust showed everywhere." )
( arctic_a0468-sin "He'll never do a tap of work the whole Voyage." )
( arctic_a0469-sin "Captain West may be a Samurai, but he is also human." )
( arctic_a0470-sin "And so early in the voyage, too." )
( arctic_a0471-sin "In the matter of curry she is a sheer genius." )
( arctic_a0472-sin "The eastern heavens were equally spectacular." )
( arctic_a0473-sin "He spat it out like so much venom." )
( arctic_a0474-sin "I saw Mr Pike nod his head grimly and sarcastically." )
( arctic_a0475-sin "He is too keenly intelligent, too sharply sensitive, successfully to endure." )
( arctic_a0476-sin "The night was calm and snowy." )
( arctic_a0477-sin "I sailed third mate in the little Vampire before you were born." )
( arctic_a0478-sin "His outstretched arm dropped to his side, and he paused." )
( arctic_a0479-sin "At this moment I felt a stir at my shoulder." )
( arctic_a0480-sin "Wada, Louis, and the steward are servants of Asiatic breed." )
( arctic_a0481-sin "Also, she has forbidden them smoking their pipes in the after-room." )
( arctic_a0482-sin "I tried to read George Moore last night, and was dreadfully bored." )
( arctic_a0483-sin "Tom Spink has a harpoon." )
( arctic_a0484-sin "Nimrod replied, with a slight manifestation of sensitiveness." )
( arctic_a0485-sin "And their chief virtue lies in that they will never wear out." )
( arctic_a0486-sin "Beyond dispute, Corry Hutchinson had married Mabel Holmes." )
( arctic_a0487-sin "No-sir-ee." )
( arctic_a0488-sin "Each insult added to the value of the claim." )
( arctic_a0489-sin "For the rest, he was a mere automaton." )
( arctic_a0490-sin "The river bared its bosom, and snorting steamboats challenged the wilderness." )
( arctic_a0491-sin "Their love burned with increasing brightness." )
( arctic_a0492-sin "They were artists, not biologists." )
( arctic_a0493-sin "Both Johnny and his mother shuffled their feet as they walked." )
( arctic_a0494-sin "And as in denial of guilt, the one-legged boy replied:" )
( arctic_a0495-sin "Burnt out like the crater of a volcano." )
( arctic_a0496-sin "The boy, O'Brien, was specially maltreated." )
( arctic_a0497-sin "O'Brien took off his coat and bared his right arm." )
( arctic_a0498-sin "He bore no grudges and had few enemies." )
( arctic_a0499-sin "And Tom King patiently endured." )
( arctic_a0500-sin "King took every advantage he knew." )
